(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
